timestamp,Open,High,Low,Close,Volume
2026-02-17 14:30:00+00:00,598.3900146484375,602.1900024414062,597.1300048828125,599.4000244140625,3737613
2026-02-17 14:45:00+00:00,599.4400024414062,599.6400146484375,593.969970703125,594.1599731445312,2715451
2026-02-17 15:00:00+00:00,594.1599731445312,596.27001953125,593.7000122070312,594.530029296875,2011591
2026-02-17 15:15:00+00:00,594.52001953125,597.9500122070312,594.469970703125,595.2000122070312,1998176
2026-02-17 15:30:00+00:00,595.1699829101562,595.5499877929688,593.3400268554688,594.8200073242188,1840339
2026-02-17 15:45:00+00:00,594.8400268554688,597.0599975585938,594.6400146484375,596.989990234375,1981300
2026-02-17 16:00:00+00:00,596.9600219726562,601.469970703125,596.8049926757812,601.1599731445312,2253173
2026-02-17 16:15:00+00:00,601.1400146484375,601.6901245117188,599.914306640625,600.0599975585938,1795809
2026-02-17 16:30:00+00:00,600.030029296875,601.2999877929688,599.219970703125,600.2349853515625,1597221
2026-02-17 16:45:00+00:00,600.2100219726562,601.489990234375,599.9099731445312,600.8300170898438,1133583
2026-02-17 17:00:00+00:00,600.8099975585938,600.9600219726562,599.0449829101562,599.4400024414062,1178353
2026-02-17 17:15:00+00:00,599.4550170898438,600.719970703125,598.6500244140625,600.7100219726562,1058364
2026-02-17 17:30:00+00:00,600.719970703125,600.8300170898438,598.1199951171875,598.1500244140625,1037305
2026-02-17 17:45:00+00:00,598.1599731445312,599.52001953125,597.1900024414062,599.3330078125,1345265
2026-02-17 18:00:00+00:00,599.3400268554688,599.510009765625,598.1599731445312,598.75,1222806
2026-02-17 18:15:00+00:00,598.723388671875,601.4450073242188,598.219970703125,601.0349731445312,1473607
2026-02-17 18:30:00+00:00,601.0599975585938,603.0900268554688,600.5999755859375,602.4199829101562,1412790
2026-02-17 18:45:00+00:00,602.4249877929688,603.5700073242188,602.1182250976562,602.8900146484375,1176052
2026-02-17 19:00:00+00:00,602.8900146484375,603.3300170898438,602.4400024414062,603.0430297851562,1119920
2026-02-17 19:15:00+00:00,603.030029296875,603.4099731445312,602.5800170898438,602.6900024414062,738904
2026-02-17 19:30:00+00:00,602.6799926757812,603.9500122070312,602.4949951171875,603.5800170898438,852071
2026-02-17 19:45:00+00:00,603.5599975585938,603.6246948242188,601.9949951171875,602.1799926757812,1047851
2026-02-17 20:00:00+00:00,602.1699829101562,602.8200073242188,601.6950073242188,602.1099853515625,1016255
