timestamp,Open,High,Low,Close,Volume
2024-01-01 00:00:00+00:00,100.00000000000004,100.05305473988975,99.95560927173928,100.02902789463162,0.0
2024-01-01 00:01:00+00:00,100.02902789463162,100.08663101149237,99.98227400279585,100.06585861861477,0.0
2024-01-01 00:02:00+00:00,100.06585861861477,100.21818526216295,99.99361659523758,100.21818526216295,0.0
2024-01-01 00:03:00+00:00,100.21818526216295,100.24670646710014,100.12286522386141,100.23714120074561,0.0
2024-01-01 00:04:00+00:00,100.23714120074561,100.2785150859724,100.20342783367956,100.25495247821587,0.0
2024-01-01 00:05:00+00:00,100.25495247821587,100.25966299557106,100.14768571090242,100.18701986904105,0.0
2024-01-01 00:06:00+00:00,100.18701986904105,100.18701986904105,100.07839927838519,100.10951690963661,0.0
2024-01-01 00:07:00+00:00,100.10951690963661,100.25135546930095,100.10258070467027,100.21018150140421,0.0
2024-01-01 00:08:00+00:00,100.21018150140421,100.2703266788307,100.18983731580582,100.20192794804554,0.0
2024-01-01 00:09:00+00:00,100.20192794804554,100.30138854338533,100.20192794804554,100.26779907365886,0.0
2024-01-01 00:10:00+00:00,100.26779907365886,100.40423761767767,100.2408949927538,100.40423761767767,0.0
2024-01-01 00:11:00+00:00,100.40423761767767,100.44976368561554,100.25920663182204,100.29572238707107,0.0
2024-01-01 00:12:00+00:00,100.29572238707107,100.38798413384997,100.27562937511337,100.37795595388542,0.0
2024-01-01 00:13:00+00:00,100.37795595388542,100.53273923668208,100.36022761014348,100.52603686492121,0.0
2024-01-01 00:14:00+00:00,100.52603686492121,100.62532533932074,100.50870198416293,100.62019094557837,0.0
2024-01-01 00:15:00+00:00,100.62019094557837,100.62348437720927,100.54396616546092,100.57357324409323,0.0
2024-01-01 00:16:00+00:00,100.57357324409323,100.57357324409323,100.47408051664569,100.51444260184041,0.0
2024-01-01 00:17:00+00:00,100.51444260184041,100.67404297084906,100.51174814319756,100.67404297084906,0.0
2024-01-01 00:18:00+00:00,100.67404297084906,100.67404297084906,100.55912210098474,100.6229748666412,0.0
2024-01-01 00:19:00+00:00,100.6229748666412,100.69030782734139,100.58889764296045,100.58889764296045,0.0
2024-01-01 00:20:00+00:00,100.58889764296045,100.69775168108974,100.51787637751202,100.65800624800866,0.0
2024-01-01 00:21:00+00:00,100.65800624800866,100.81873441855484,100.65800624800866,100.71104273617246,0.0
2024-01-01 00:22:00+00:00,100.71104273617246,100.85587757219602,100.71104273617246,100.8408961268487,0.0
2024-01-01 00:23:00+00:00,100.8408961268487,100.84194725269667,100.58901180005219,100.58901180005219,0.0
2024-01-01 00:24:00+00:00,100.58901180005219,100.70688101132785,100.58901180005219,100.70688101132785,0.0
2024-01-01 00:25:00+00:00,100.70688101132785,100.70688101132785,100.55486087761126,100.55486087761126,0.0
2024-01-01 00:26:00+00:00,100.55486087761126,100.63274395634264,100.5517173472129,100.57446524405387,0.0
2024-01-01 00:27:00+00:00,100.57446524405387,100.6342283723767,100.54411716185275,100.54411716185275,0.0
2024-01-01 00:28:00+00:00,100.54411716185275,100.54411716185275,100.34982661640639,100.37340700754426,0.0
2024-01-01 00:29:00+00:00,100.37340700754426,100.4221111230228,100.34393586470667,100.3884188918062,0.0
