strategy_id,entry_time,exit_time,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
A,2023-07-20T12:00:00+00:00,2023-07-20T14:00:00+00:00,short,1.1199482316970826,1.1175018239021304,1.0,0.002446407794952199,0.0021843936404498825,take_profit
A,2023-07-21T13:00:00+00:00,2023-07-21T20:00:00+00:00,short,1.1120946044921876,1.1129660606384277,1.0,-0.0008714561462401793,-0.0007836169177694282,end_of_day
A,2023-07-24T10:00:00+00:00,2023-07-24T18:00:00+00:00,long,1.1093933944702148,1.1071745157241821,1.0,-0.0022188787460326598,-0.002000082889525653,stop_loss
A,2023-07-24T19:00:00+00:00,2023-07-24T20:00:00+00:00,short,1.1066745157241822,1.1068068742752075,1.0,-0.00013235855102533556,-0.00011960025205669726,end_of_day
A,2023-07-25T09:00:00+00:00,2023-07-25T20:00:00+00:00,short,1.1050831909179688,1.1058276891708374,1.0,-0.0007444982528685973,-0.0006737033546317528,end_of_day
A,2023-07-27T10:00:00+00:00,2023-07-27T12:00:00+00:00,long,1.1147061948776245,1.1128422021865845,1.0,-0.001863992691039984,-0.0016721829479422767,stop_loss
A,2023-07-28T09:00:00+00:00,2023-07-28T11:00:00+00:00,long,1.0975927476882934,1.1012264800071714,1.0,0.00363373231887798,0.0033106380545345295,take_profit
A,2023-07-31T13:00:00+00:00,2023-07-31T16:00:00+00:00,long,1.1043745641708373,1.1014429330825806,1.0,-0.002931631088256781,-0.0026545623046451135,stop_loss
A,2023-07-31T17:00:00+00:00,2023-07-31T20:00:00+00:00,short,1.1009429330825806,1.1001100540161133,1.0,0.0008328790664673402,0.0007565142946467933,end_of_day
A,2023-08-01T12:00:00+00:00,2023-08-01T20:00:00+00:00,short,1.0969539518356324,1.098659634590149,1.0,-0.0017056827545165465,-0.001554926486806737,end_of_day
A,2023-08-03T09:00:00+00:00,2023-08-03T12:00:00+00:00,long,1.0931573276519775,1.0955175471305845,1.0,0.002360219478606984,0.002159084899221747,take_profit
A,2023-08-03T13:00:00+00:00,2023-08-03T15:00:00+00:00,long,1.0931573276519775,1.0955175471305845,1.0,0.002360219478606984,0.002159084899221747,take_profit
A,2023-08-04T12:00:00+00:00,2023-08-04T13:00:00+00:00,long,1.0960302715301513,1.0987583112716672,1.0,0.0027280397415159197,0.0024890186086807117,take_profit
A,2023-08-07T09:00:00+00:00,2023-08-07T12:00:00+00:00,short,1.0971948738098145,1.0992635488510132,1.0,-0.0020686750411986754,-0.0018854217154839308,stop_loss
A,2023-08-07T13:00:00+00:00,2023-08-07T20:00:00+00:00,long,1.0997635488510131,1.100594401359558,1.0,0.0008308525085449769,0.0007554828575769918,end_of_day
A,2023-08-08T09:00:00+00:00,2023-08-08T11:00:00+00:00,short,1.0973153944015503,1.0947556185722354,1.0,0.002559775829314992,0.002332762159698883,take_profit
A,2023-08-10T12:00:00+00:00,2023-08-10T13:00:00+00:00,long,1.1032790307998657,1.1012003421783447,1.0,-0.002078688621520941,-0.0018841005434626214,stop_loss
A,2023-08-10T14:00:00+00:00,2023-08-10T17:00:00+00:00,long,1.1032790307998657,1.1012003421783447,1.0,-0.002078688621520941,-0.0018841005434626214,stop_loss
A,2023-08-11T09:00:00+00:00,2023-08-11T11:00:00+00:00,short,1.0988843078613282,1.100473165512085,1.0,-0.0015888576507567809,-0.0014458825550517226,stop_loss
A,2023-08-11T12:00:00+00:00,2023-08-11T13:00:00+00:00,short,1.0988843078613282,1.0965010213851931,1.0,0.0023832864761350603,0.002168823832577483,take_profit
A,2023-08-14T11:00:00+00:00,2023-08-14T12:00:00+00:00,short,1.0943106050491334,1.0914001750946047,1.0,0.002910429954528615,0.002659601342708307,take_profit
A,2023-08-15T09:00:00+00:00,2023-08-15T12:00:00+00:00,long,1.0942328338623046,1.0921800136566162,1.0,-0.0020528202056884215,-0.0018760360155183782,stop_loss
A,2023-08-15T13:00:00+00:00,2023-08-15T16:00:00+00:00,long,1.0942328338623046,1.0921800136566162,1.0,-0.0020528202056884215,-0.0018760360155183782,stop_loss
A,2023-08-15T18:00:00+00:00,2023-08-15T20:00:00+00:00,short,1.0916800136566163,1.0907504558563232,1.0,0.0009295578002930238,0.0008514929179471198,end_of_day
A,2023-08-17T11:00:00+00:00,2023-08-17T12:00:00+00:00,long,1.0891130332946777,1.091816039085388,1.0,0.0027030057907102556,0.002481841377412763,take_profit
A,2023-08-17T14:00:00+00:00,2023-08-17T15:00:00+00:00,long,1.0891130332946777,1.087311029434204,1.0,-0.0018020038604735777,-0.0016545609182752434,stop_loss
A,2023-08-17T16:00:00+00:00,2023-08-17T17:00:00+00:00,long,1.0891130332946777,1.087311029434204,1.0,-0.0018020038604735777,-0.0016545609182752434,stop_loss
A,2023-08-17T19:00:00+00:00,2023-08-17T20:00:00+00:00,short,1.0868110294342042,1.0875475406646729,1.0,-0.0007365112304686949,-0.0006776810416178092,end_of_day
A,2023-08-18T12:00:00+00:00,2023-08-18T14:00:00+00:00,short,1.08622034740448,1.088020920753479,1.0,-0.0018005733489989684,-0.0016576501750325636,stop_loss
